支付宝交易记录明细查询
账号:[18598046892]
起始日期:[2020-08-21 00:00:00]    终止日期:[2020-11-21 16:14:41]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2020112122001171225745290550	,T200P1381187772474542514	,2020-11-21 11:45:41 ,2020-11-21 11:46:01 ,2020-11-21 13:00:40 ,淘宝        ,支付宝担保交易         ,南极人官方旗舰店        ,南极人男士内裤男冰丝无痕透气抑菌平角裤薄款夏季青年四角裤头ZL,44.91   ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2020112122001471225744595240	,00126600004823000003222011213032220201948	,2020-11-21 08:25:22 ,2020-11-21 08:25:29 ,2020-11-21 08:25:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,福比包子-景田店        ,福比包子景田店             ,7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020112022001471225744597171	,245249680444        	,2020-11-20 22:05:01 ,2020-11-20 22:05:02 ,2020-11-20 22:05:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,金地              ,百里臣便利店金地分店消费        ,5.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111722001471225740644486	,244698385844        	,2020-11-17 21:16:23 ,2020-11-17 21:16:23 ,2020-11-17 21:16:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,金地              ,百里臣便利店金地分店消费        ,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111722001471225741000496	,46056013900802931871223	,2020-11-17 16:23:11 ,2020-11-17 16:23:19 ,2020-11-17 16:23:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,耿自安             ,商品                  ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111622001471221437905334	,XP1920111623500939247777003413	,2020-11-16 23:19:37 ,2020-11-16 23:19:38 ,2020-11-16 23:19:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1920111623500939247777003413,3.90    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111529020848220115793902	,                    	,2020-11-15 09:22:36 ,2020-11-15 09:22:37 ,2020-11-15 09:22:37 ,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2020年11月账单   ,2172.14 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020111422001471225737819159	,20111470153770638110	,2020-11-14 20:02:08 ,2020-11-14 20:02:08 ,2020-11-14 20:02:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,大叔烧烤店(深圳店)外卖订单      ,10.51   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201113602057732205 	,202011131100300705120635455530	,2020-11-14 12:30:25 ,2020-11-14 12:30:25 ,2020-11-13 04:50:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,蚂蚁会员（北京）网络技术服务有限公司,相互宝分摊-11月第1期-*博     ,4.83    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111422001471225737641395	,20111470153103106210	,2020-11-14 10:41:46 ,2020-11-14 10:41:46 ,2020-11-14 10:41:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,觅姐汤可以喝的麻辣烫（下沙深圳店）外卖订单,28.98   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111322001471225736069865	,20111370152685143910	,2020-11-13 17:56:26 ,2020-11-13 17:56:27 ,2020-11-13 17:56:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,韦小堡?炸鸡汉堡(新洲店)外卖订单   ,13.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111322001471225736272346	,46052410746802931871223	,2020-11-13 12:17:55 ,2020-11-13 12:18:02 ,2020-11-13 12:18:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,马维良             ,商品                  ,19.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111222001471221436113539	,11110600720111226754372258703	,2020-11-12 11:50:47 ,2020-11-12 11:50:47 ,2020-11-12 11:50:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,鲜果派对·甘草水果(车公庙店)     ,18.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111222001471225734367341	,20111270151489659910	,2020-11-12 11:43:08 ,2020-11-12 11:43:08 ,2020-11-12 11:43:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,杨国福麻辣烫(新洲店)外卖订单     ,12.98   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111222001471225732577294	,01126600004823000003222011123621331602789	,2020-11-12 10:03:33 ,2020-11-12 10:03:38 ,2020-11-12 10:03:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杨铭宇黄焖鸡米饭        ,杨铭宇黄焖鸡米饭            ,8.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111122001471225732484668	,20111170150568678710	,2020-11-11 11:23:00 ,2020-11-11 11:23:01 ,2020-11-11 11:23:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,小辣椒麻辣拌·麻辣烫(福田店)外卖订单 ,18.84   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111122001171225731278837	,T200P1225118688167542514	,2020-11-11 01:03:51 ,2020-11-11 01:03:54 ,2020-11-19 20:30:06 ,淘宝        ,支付宝担保交易         ,天猫超市            ,卫龙辣条大面筋65g辣味零食儿时办公室怀旧小零食凑单 等多件,0.00    ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2020111122001171225731065578	,T200P1225121712192542514	,2020-11-11 01:03:16 ,2020-11-11 01:03:27 ,2020-11-11 01:03:28 ,淘宝        ,支付宝担保交易         ,天猫优购            ,天猫超市卡388元面额（活动定制）   ,388.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020111022001471225730462923	,20111070149720509910	,2020-11-10 11:25:33 ,2020-11-10 11:25:33 ,2020-11-10 11:25:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,牛家人大碗牛肉面(中心书城店)外卖订单 ,14.49   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020110922001471225730525168	,16049340457802931871223	,2020-11-09 23:00:46 ,2020-11-09 23:00:52 ,2020-11-09 23:00:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,薛先生             ,商品                  ,32.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020110922001471225730038093	,20110970148893829010	,2020-11-09 11:27:04 ,2020-11-09 11:27:05 ,2020-11-09 11:27:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,江南家小碗菜(皇岗店)外卖订单     ,12.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020110922001471221434997082	,20110970148892833210	,2020-11-09 11:26:32 ,2020-11-09 11:26:32 ,2020-11-09 11:26:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拉扎斯网络科技（上海）有限公司 ,超级会员加量包订单：3000000009320245510,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20201109398640420221 	,                    	,2020-11-09 02:52:41 ,                    ,2020-11-09 02:52:41 ,支付宝网站     ,即时到账交易          ,国泰基金管理有限公司      ,余额宝-2020.11.08-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2020110822001471221434987429	,20110811100400000008652975804056	,2020-11-08 23:06:19 ,2020-11-08 23:06:20 ,2020-11-08 23:06:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,美团订单-20110811100400000008652975804056,993.90  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020110822001471225729718541	,visionpay86D447933CB10B03DD9AE1F9	,2020-11-08 22:05:35 ,2020-11-08 22:05:36 ,2020-11-08 22:05:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,友宝              ,智能货柜消费              ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020110822001471221434659915	,11160600720110853295346258703	,2020-11-08 16:47:13 ,2020-11-08 16:47:13 ,2020-11-08 16:47:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,鲜果派对·甘草水果(车公庙店)     ,16.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020110822001471225729380784	,20110870148305916610	,2020-11-08 16:44:19 ,2020-11-08 16:44:20 ,2020-11-08 16:44:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,杨国福麻辣烫(新洲店)外卖订单     ,16.22   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2020110829020841220102298351	,                    	,2020-11-08 11:40:42 ,2020-11-08 11:40:42 ,2020-11-08 11:40:42 ,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2020年11月-2021年01月账单,1710.03 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2020110822001471225728731762	,20110870147969012010	,2020-11-08 11:38:11 ,2020-11-08 11:38:11 ,2020-11-08 11:38:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,韦小堡?炸鸡汉堡(新洲店)外卖订单   ,15.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
